subject,session_idx,session_name,rel_path,block_idx,stored_frame_start,stored_frame_stop_exclusive,n_raw,n_pass,pass_fraction,n_nan_inf,n_flatline,n_low_in_band,n_rms_flagged,raw_rms_median,raw_rms_mad,in_band_ratio_median,in_band_ratio_p10,in_band_ratio_p10_margin,energy_retention_median,energy_retention_mad,roi_to_total_median,roi_to_total_mad,peak_share_median,peak_share_mad,peak_bin_median,peak_bin_mad,peak_bin_iqr,peak_bin_mode,peak_bin_mode_share,peak_range_m_median,peak_range_m_mad,component_missing_reasons
1,2,12pm,subject_1_12pm.mat,0,0,20,20,20,1,0,0,0,14,19.023488434635855,0.38965797950314851,0.70707463237018886,0.68639694771790694,0.38639694771790695,0.44708449686633572,0.018371735112393289,0.94544758754034897,0.0020244186695785316,0.49205172845496825,0.0029061848106810007,5,0,0,5,1,1.4970928426184582,0,{}
1,2,12pm,subject_1_12pm.mat,1,20,40,20,20,1,0,0,0,11,18.332834407572129,0.38099051934402084,0.67563330269054322,0.6452347135637938,0.34523471356379382,0.39784663703839129,0.028536602842207215,0.95186945945793933,0.00076703402672589904,0.50250499501939916,0.001324496099287864,5,0,0,5,1,1.4970928426184582,0,{}
1,2,12pm,subject_1_12pm.mat,2,40,60,20,20,1,0,0,0,12,17.990739509233194,0.27036726637854436,0.65950394022095882,0.60221497993658557,0.30221497993658558,0.37995535561484184,0.028475632160477105,0.95348713241802052,0.0022059774691601253,0.50611866146996476,0.0038415127451437159,5,0,0,5,1,1.4970928426184582,0,{}
1,2,12pm,subject_1_12pm.mat,3,60,80,20,20,1,0,0,0,14,17.531546336769139,0.32471687282207995,0.670125883893256,0.60404667322821326,0.30404667322821327,0.40326940486418383,0.038786769147000577,0.95519911453102435,0.001031629765795683,0.50890024318089488,0.001151345919958191,5,0,0,5,1,1.4970928426184582,0,{}
1,2,12pm,subject_1_12pm.mat,4,80,100,20,20,1,0,0,0,9,18.278351823132898,0.26695768248296758,0.66802286437465641,0.62234156570899246,0.32234156570899247,0.39055135018318593,0.045101802260441554,0.95206789899189381,0.0010941214129930876,0.5031017025051574,0.0020753491191892737,5,0,0,5,1,1.4970928426184582,0,{}
1,3,2pm,subject_1_2pm.mat,0,0,20,20,20,1,0,0,0,20,19.251490193926706,0.76280529150558962,0.52322023052645528,0.50015146901771979,0.2001514690177198,0.33184280046675918,0.0044052225604769013,0.93091380896713694,0.0056259463400514242,0.4796222172810522,0.0094897993332309083,5,0,1,5,0.69999999999999996,1.4970928426184582,0,{}
1,3,2pm,subject_1_2pm.mat,1,20,40,20,20,1,0,0,0,19,20.148451706499273,0.62271550514870988,0.40194861177885038,0.35513900563068973,0.055139005630689741,0.26954750918182746,0.031924459210497941,0.90992708945062994,0.00947717152922678,0.51401638199004585,0.033153688354905453,6,0,0,6,0.90000000000000002,1.7965114111421496,0,{}
1,3,2pm,subject_1_2pm.mat,2,40,60,20,20,1,0,0,0,15,20.03633560500646,0.58549698940965023,0.3938722134303051,0.3433287861382055,0.043328786138205511,0.27426486317825705,0.023605974083607428,0.91390234736573905,0.0064492284102295461,0.49309327848412121,0.018852998733192683,6,0,1,6,0.69999999999999996,1.7965114111421496,0,{}
1,3,2pm,subject_1_2pm.mat,3,60,80,20,20,1,0,0,0,18,19.872062630917497,0.58472239093604905,0.33949345335927639,0.31643225237603856,0.01643225237603857,0.24911669496471109,0.020081588589634491,0.90643835316605803,0.0052287451260547013,0.50612394677884542,0.018993411136674215,6,0,0,6,1,1.7965114111421496,0,{}
1,3,2pm,subject_1_2pm.mat,4,80,100,20,20,1,0,0,0,19,19.32206750901598,0.37318718480680246,0.36582688333815072,0.31681790182335157,0.016817901823351578,0.26408291314891885,0.029644113678093165,0.91095864732126419,0.010002693611661784,0.50151707875304852,0.029663872418334819,6,0,0,6,0.80000000000000004,1.7965114111421496,0,{}
1,4,4pm,subject_1_4pm.mat,0,0,20,20,0,0,0,0,20,0,29.356310067811837,1.0958570367213341,0.25376846794869057,0.17542082861597774,-0.12457917138402225,,,,,,,,,,,,,,"{""energy_retention_mad"":""no_qc_passing_frames"",""energy_retention_median"":""no_qc_passing_frames"",""peak_bin_iqr"":""no_qc_passing_frames"",""peak_bin_mad"":""no_qc_passing_frames"",""peak_bin_median"":""no_qc_passing_frames"",""peak_bin_mode"":""no_qc_passing_frames"",""peak_bin_mode_share"":""no_qc_passing_frames"",""peak_range_m_mad"":""no_qc_passing_frames"",""peak_range_m_median"":""no_qc_passing_frames"",""peak_share_mad"":""no_qc_passing_frames"",""peak_share_median"":""no_qc_passing_frames"",""roi_to_total_mad"":""no_qc_passing_frames"",""roi_to_total_median"":""no_qc_passing_frames""}"
1,4,4pm,subject_1_4pm.mat,1,20,40,20,1,0.050000000000000003,0,0,19,0,28.364194019812857,0.52966819646268881,0.22126971995084488,0.16146470405396904,-0.13853529594603095,0.15228608209494465,0,0.92637032797682795,0,0.47777665049874196,0,5,0,0,5,1,1.4970928426184582,0,{}
1,4,4pm,subject_1_4pm.mat,2,40,60,20,0,0,0,0,20,0,26.456094927182654,0.58556092839991614,0.20724545829111335,0.1654703793992055,-0.13452962060079449,,,,,,,,,,,,,,"{""energy_retention_mad"":""no_qc_passing_frames"",""energy_retention_median"":""no_qc_passing_frames"",""peak_bin_iqr"":""no_qc_passing_frames"",""peak_bin_mad"":""no_qc_passing_frames"",""peak_bin_median"":""no_qc_passing_frames"",""peak_bin_mode"":""no_qc_passing_frames"",""peak_bin_mode_share"":""no_qc_passing_frames"",""peak_range_m_mad"":""no_qc_passing_frames"",""peak_range_m_median"":""no_qc_passing_frames"",""peak_share_mad"":""no_qc_passing_frames"",""peak_share_median"":""no_qc_passing_frames"",""roi_to_total_mad"":""no_qc_passing_frames"",""roi_to_total_median"":""no_qc_passing_frames""}"
1,4,4pm,subject_1_4pm.mat,3,60,80,20,0,0,0,0,20,0,26.464483302743613,0.89191447958528691,0.23708507267622503,0.19916716098619733,-0.10083283901380266,,,,,,,,,,,,,,"{""energy_retention_mad"":""no_qc_passing_frames"",""energy_retention_median"":""no_qc_passing_frames"",""peak_bin_iqr"":""no_qc_passing_frames"",""peak_bin_mad"":""no_qc_passing_frames"",""peak_bin_median"":""no_qc_passing_frames"",""peak_bin_mode"":""no_qc_passing_frames"",""peak_bin_mode_share"":""no_qc_passing_frames"",""peak_range_m_mad"":""no_qc_passing_frames"",""peak_range_m_median"":""no_qc_passing_frames"",""peak_share_mad"":""no_qc_passing_frames"",""peak_share_median"":""no_qc_passing_frames"",""roi_to_total_mad"":""no_qc_passing_frames"",""roi_to_total_median"":""no_qc_passing_frames""}"
1,4,4pm,subject_1_4pm.mat,4,80,100,20,0,0,0,0,20,0,26.903257089222095,1.2962404467212245,0.22928503397189864,0.16660994605863211,-0.13339005394136788,,,,,,,,,,,,,,"{""energy_retention_mad"":""no_qc_passing_frames"",""energy_retention_median"":""no_qc_passing_frames"",""peak_bin_iqr"":""no_qc_passing_frames"",""peak_bin_mad"":""no_qc_passing_frames"",""peak_bin_median"":""no_qc_passing_frames"",""peak_bin_mode"":""no_qc_passing_frames"",""peak_bin_mode_share"":""no_qc_passing_frames"",""peak_range_m_mad"":""no_qc_passing_frames"",""peak_range_m_median"":""no_qc_passing_frames"",""peak_share_mad"":""no_qc_passing_frames"",""peak_share_median"":""no_qc_passing_frames"",""roi_to_total_mad"":""no_qc_passing_frames"",""roi_to_total_median"":""no_qc_passing_frames""}"
2,0,8am,subject_2_8am.mat,0,0,20,20,20,1,0,0,0,0,31.713093907352839,1.4894264323950317,0.37721627709705519,0.34831386155592026,0.048313861555920268,0.27989518551417125,0.013455732514010665,0.90612893755059098,0.0032222391757335545,0.57460822057916983,0.0085004513267958326,6,0,0,6,1,1.7965114111421496,0,{}
2,0,8am,subject_2_8am.mat,1,20,40,20,20,1,0,0,0,0,32.629859865296837,0.99838743018098164,0.33291393171773087,0.31794386042546202,0.017943860425462033,0.25657844237891525,0.0069387662439303055,0.90630518637230861,0.0040276444130370459,0.57430612946034909,0.010406108876224229,6,0,0,6,1,1.7965114111421496,0,{}
2,0,8am,subject_2_8am.mat,2,40,60,20,20,1,0,0,0,1,32.305870244906501,0.90439881219587548,0.32095749895691938,0.30807173063694149,0.0080717306369414987,0.25060851559507186,0.0075363104099541445,0.90801539458538416,0.0043117987038915895,0.57156269433924778,0.011158789397871571,6,0,0,6,1,1.7965114111421496,0,{}
2,0,8am,subject_2_8am.mat,3,60,80,20,20,1,0,0,0,1,32.85569676318535,1.3426449725854841,0.33014205362651317,0.3117327222615876,0.011732722261587614,0.25253032752540056,0.0070191351967977544,0.9076393479241287,0.0045017846837348552,0.57400942804148725,0.010555607261620137,6,0,0,6,1,1.7965114111421496,0,{}
2,0,8am,subject_2_8am.mat,4,80,100,20,20,1,0,0,0,1,31.74769431492258,1.6558277164374822,0.3608204497871384,0.34418106149305222,0.044181061493052232,0.27373104739603765,0.008024731432469151,0.90613611481671974,0.0058773049059180904,0.57830910319938511,0.013685472211472927,6,0,0,6,1,1.7965114111421496,0,{}
2,1,10am,subject_2_10am.mat,0,0,20,20,20,1,0,0,0,2,30.066654113575886,0.47123440717278164,0.68135311066987447,0.65474533256360679,0.3547453325636068,0.45778075221434356,0.011093133219374468,0.92004526799923991,0.001151007349563693,0.54153255854686777,0.0040175628891157555,6,0,0,6,1,1.7965114111421496,0,{}
2,1,10am,subject_2_10am.mat,1,20,40,20,20,1,0,0,0,7,29.955811441056227,0.4653266495489099,0.70600355077232879,0.66640724379791072,0.36640724379791073,0.47744757553551942,0.021513300127077084,0.91868546272918172,0.0017580383107663744,0.54427132751544893,0.0053191286759091683,6,0,0,6,1,1.7965114111421496,0,{}
2,1,10am,subject_2_10am.mat,2,40,60,20,20,1,0,0,0,5,29.972259860701875,0.42326906926946428,0.69938931328283338,0.686893288109516,0.38689328810951601,0.47200779863451636,0.011745229113139494,0.91769945682609166,0.00050069261946744659,0.5481794719013221,0.001438784787502867,6,0,0,6,1,1.7965114111421496,0,{}
2,1,10am,subject_2_10am.mat,3,60,80,20,20,1,0,0,0,7,29.689226166555944,0.96933577297308382,0.72466825446686189,0.68534707682104623,0.38534707682104624,0.49588913479218055,0.018440495156123948,0.91524627847554318,0.00069223949524249706,0.55463347367574689,0.0016399678031295828,6,0,0,6,1,1.7965114111421496,0,{}
