subject,session_idx,session_name,rel_path,n_raw,n_pass,pass_fraction,fail_fraction,min_pass_existing_qc,eligible_existing_qc,n_fail_any,n_nan_inf,n_flatline,n_low_in_band,n_rms_flagged,rms_flag_fraction_defined,n_nonfinite_raw,block_0_n_pass,block_1_n_pass,block_2_n_pass,block_3_n_pass,block_4_n_pass,minimum_block_n_pass,raw_rms_median,raw_rms_mad,in_band_ratio_median,in_band_ratio_p10,in_band_ratio_p10_margin,energy_retention_median,energy_retention_mad,roi_to_total_median,roi_to_total_mad,peak_share_median,peak_share_mad,peak_bin_median,peak_bin_mad,peak_bin_iqr,peak_bin_mode,peak_bin_mode_share,peak_range_m_median,peak_range_m_mad,component_missing_reasons,audit_status,repeatability_missing_reason
5,2,12pm,subject_5_12pm.mat,100,100,1,0,50,True,0,0,0,0,42,0.41999999999999998,0,20,20,20,20,20,20,15.432831321375311,1.1036519973568391,0.53636686182927074,0.49846666904042713,0.19846666904042715,0.2412338431249994,0.012951586416437649,0.84200247213275958,0.0074647670327375737,0.50201958024377547,0.069088418309983579,6,0,0,6,0.88,1.7965114111421496,0,{},REPEATABILITY_ANALYSABLE,
5,3,2pm,subject_5_2pm.mat,100,39,0.39000000000000001,0.60999999999999999,50,False,61,0,0,61,82,0.81999999999999995,0,20,11,8,0,0,0,10.791045069334688,0.64038907093051733,0.28343504288264143,0.21094146001929864,-0.089058539980701346,0.14070605786905166,0.0094262195095796419,0.85308922352898686,0.039380066168618999,0.53983771777585776,0.023216599150086337,4,0,1,4,0.64102564102564108,1.1976742740947666,0,{},INELIGIBLE_EXISTING_QC,ineligible_existing_qc
5,4,4pm,subject_5_4pm.mat,100,100,1,0,50,True,0,0,0,0,99,0.98999999999999999,0,20,20,20,20,20,20,11.790972274581311,0.44163441460940511,0.51654331806139897,0.49484613723377774,0.19484613723377775,0.094796047114062587,0.010406500143816992,0.95705231526927292,0.0044428449130497483,0.53244907287176757,0.013446339965365872,5,0,0,5,1,1.4970928426184582,0,{},REPEATABILITY_ANALYSABLE,
6,0,8am,subject_6_8am.mat,100,0,0,1,50,False,100,0,0,100,1,0.01,0,0,0,0,0,0,0,13.547067166024785,0.54250194320394662,0.20798158407454131,0.16597922981975058,-0.13402077018024941,,,,,,,,,,,,,,"{""energy_retention_mad"":""no_qc_passing_frames"",""energy_retention_median"":""no_qc_passing_frames"",""peak_bin_iqr"":""no_qc_passing_frames"",""peak_bin_mad"":""no_qc_passing_frames"",""peak_bin_median"":""no_qc_passing_frames"",""peak_bin_mode"":""no_qc_passing_frames"",""peak_bin_mode_share"":""no_qc_passing_frames"",""peak_range_m_mad"":""no_qc_passing_frames"",""peak_range_m_median"":""no_qc_passing_frames"",""peak_share_mad"":""no_qc_passing_frames"",""peak_share_median"":""no_qc_passing_frames"",""roi_to_total_mad"":""no_qc_passing_frames"",""roi_to_total_median"":""no_qc_passing_frames""}",INELIGIBLE_EXISTING_QC,ineligible_existing_qc
6,1,10am,subject_6_10am.mat,100,100,1,0,50,True,0,0,0,0,91,0.91000000000000003,0,20,20,20,20,20,20,11.689487885977552,0.55403813022743265,0.62894543397262681,0.58853981692997115,0.28853981692997116,0.3023057990350897,0.021641145302491949,0.97080445497506451,0.0065978636914664213,0.54987630705232682,0.0095281219261701966,5,0,0,5,1,1.4970928426184582,0,{},REPEATABILITY_ANALYSABLE,
6,2,12pm,subject_6_12pm.mat,100,100,1,0,50,True,0,0,0,0,60,0.59999999999999998,0,20,20,20,20,20,20,14.467424440204619,2.3699104789988095,0.73744387489109375,0.49475632344936726,0.19475632344936727,0.45463557320146852,0.072149047181425896,0.94477725258948075,0.0093870203450571732,0.49516635134498876,0.013820262701517927,5,0,0,5,0.73999999999999999,1.4970928426184582,0,{},REPEATABILITY_ANALYSABLE,
6,3,2pm,subject_6_2pm.mat,100,100,1,0,50,True,0,0,0,0,100,1,0,20,20,20,20,20,20,14.602703337240257,1.0483579318549081,0.6131752801248066,0.53632860004738347,0.23632860004738349,0.46053695422305174,0.070309023253425779,0.96991204252627816,0.0035063586501908883,0.53823010697585882,0.0059161788574049745,5,0,0,5,1,1.4970928426184582,0,{},REPEATABILITY_ANALYSABLE,
6,4,4pm,subject_6_4pm.mat,100,100,1,0,50,True,0,0,0,0,100,1,0,20,20,20,20,20,20,18.877523594793036,1.406700580027394,0.43354958687295508,0.37058697685528769,0.070586976855287697,0.32798347488869306,0.021756938146552329,0.96750257455729993,0.0024147644054337003,0.5504508879234582,0.0081383375042383688,5,0,0,5,1,1.4970928426184582,0,{},REPEATABILITY_ANALYSABLE,
7,0,8am,subject_7_8am.mat,100,100,1,0,50,True,0,0,0,0,37,0.37,0,20,20,20,20,20,20,17.365569958335968,2.2442584475449765,0.59431406747243565,0.49339103014245306,0.19339103014245307,0.31674706965062144,0.13531243494393688,0.97748186666244608,0.00215517565389578,0.55859367805800075,0.0062183195696773885,5,0,0,5,1,1.4970928426184582,0,{},REPEATABILITY_ANALYSABLE,
7,1,10am,subject_7_10am.mat,100,100,1,0,50,True,0,0,0,0,79,0.79000000000000004,0,20,20,20,20,20,20,15.904899783833395,0.90381848252582397,0.76971370345875578,0.68832545130456912,0.38832545130456914,0.52025478386535018,0.030127325714022934,0.9623673026097147,0.0064010215499003542,0.5222860242524463,0.011693680977682475,5,0,0,5,1,1.4970928426184582,0,{},REPEATABILITY_ANALYSABLE,
