subject,session_idx,session_name,rel_path,n_frames,tiling_idx,fusion,n_paths,n_time,prelog_v0,prelog_v1,prelog_v2,all_finite,extract_seconds
12,0,8am,subject_12_8am.mat,125,0,mean,424,8,-0.0002514127307721571,0.022135739324424038,0.0001455847233755961,True,181.57
12,0,8am,subject_12_8am.mat,125,0,median,424,8,-0.0006130588166887753,0.021931480667600665,0.00014332296514941247,True,181.57
12,0,8am,subject_12_8am.mat,125,1,mean,453,4,2.4187388871723618e-05,0.019367414181697094,0.00015959921848335688,True,181.57
12,0,8am,subject_12_8am.mat,125,1,median,453,4,-0.00016450983944533656,0.019281660005482926,0.0001564466593567429,True,181.57
12,0,8am,subject_12_8am.mat,125,2,mean,182,4,0.0003788432849564623,0.022773840588137785,0.0005019467065185168,True,181.57
12,0,8am,subject_12_8am.mat,125,2,median,182,4,0.0007194969630357236,0.022696835555542826,0.0004968851473341372,True,181.57
