subject,session_idx,session_name,rel_path,n_frames,tiling_idx,fusion,n_paths,n_time,prelog_v0,prelog_v1,prelog_v2,all_finite,extract_seconds
15,3,2pm,subject_15_2pm.mat,125,0,mean,424,8,-0.0018078850511667058,0.027870827589231956,0.00018741305548103843,True,168.06
15,3,2pm,subject_15_2pm.mat,125,0,median,424,8,-0.002129587892683319,0.02795653115048726,0.00018607978626481586,True,168.06
15,3,2pm,subject_15_2pm.mat,125,1,mean,453,4,-0.0016098411641987443,0.024166051210747122,0.00020487030434430096,True,168.06
15,3,2pm,subject_15_2pm.mat,125,1,median,453,4,-0.0014076186671671252,0.02406723002014169,0.00020454045705171745,True,168.06
15,3,2pm,subject_15_2pm.mat,125,2,mean,182,4,-0.0004092916335690413,0.028244651230658294,0.0006452583946474713,True,168.06
15,3,2pm,subject_15_2pm.mat,125,2,median,182,4,-5.51584091209663e-05,0.028391307006415366,0.0006458108220296133,True,168.06
